video_id,user_id,publishedAt,comment_text,likeCount
y5QV-qYNONQ,UCgOCUX9NDV-pXaJgWafg7Vg,2025-03-28T05:27:52Z,There's no place that good in this world😂,0
y5QV-qYNONQ,UCUK1agQrif0F_jp8DMoZ-zA,2025-03-28T04:46:33Z,Norway,0
y5QV-qYNONQ,UCxC415diqFuB4ePOaYt6QPA,2025-03-28T04:03:26Z,Wow Indonesia is very beautiful and there are birds other than Norway,0
y5QV-qYNONQ,UCzRGrNZ9shqXyEj62MsX2-Q,2025-03-28T03:35:56Z,The words in my house is best,0
y5QV-qYNONQ,UCLhkXaUr1wHTP3Mo3P7u85w,2025-03-28T01:29:53Z,hello I'm from Indonesia. Thank you so cool👍,0
y5QV-qYNONQ,UCFhZctTE74GfQLaxWn4B33A,2025-03-28T00:36:20Z,"I come from Indonesia, where are you from?",0
y5QV-qYNONQ,UCddzmYuozBa2wqQ1upCVU2A,2025-03-27T18:28:59Z,So cool 😎 😍 👌,0
y5QV-qYNONQ,UCI8xTidVlsMRGaoqvLRlBCg,2025-03-27T18:14:00Z,"It's not real, it's edited",1
y5QV-qYNONQ,UCqmL1XHfPFqzJkqX7T2H06Q,2025-03-27T18:00:07Z,Wow so beautiful😊😊😊,0
y5QV-qYNONQ,UCXlOENSDQ13W7U_Jj9-hrtg,2025-03-27T15:22:03Z,bangladesh😂😂😂 that place france bro,0
y5QV-qYNONQ,UCrZYZQzE8p5wC0qLOf4SMxA,2025-03-27T13:15:08Z,indonesia norway not real,0
y5QV-qYNONQ,UCif_TSxBk0zOjYQTCeCfhCA,2025-03-27T13:00:21Z,Bangladesh is isn’t France,0
y5QV-qYNONQ,UCjPR0GdS08-EMg95hkkS4vw,2025-03-27T11:59:10Z,indonesia is very much real thank you,0
y5QV-qYNONQ,UCY3xhj_zMKLg14Sg0owNd6A,2025-03-27T11:12:50Z,We don't feel real because that's not real😂😂,0
y5QV-qYNONQ,UCFP7hDevO11eLtWQPCc3l5g,2025-03-27T10:57:18Z,Is this really real!!!😱,0
y5QV-qYNONQ,UCH6_u2zP7F9Nl_9ugpSz22Q,2025-03-27T09:49:09Z,I wish Norway was real 😢,0
y5QV-qYNONQ,UCjt9H2OPJo2L_fCJ8qFYjpg,2025-03-27T08:44:40Z,Your friend knowing for the summer.I seem why wow fly?I need a spell.Go to a sou❤❤❤❤,0
y5QV-qYNONQ,UCjqml2tKEAMmrtCNqrokf6A,2025-03-27T07:51:51Z,"Wth sky in indonesia saying 想你了。bro ,its china",0
y5QV-qYNONQ,UCDpKLWERlmaJKSD3Jl9t_DQ,2025-03-27T04:03:38Z,Wow what you,0
y5QV-qYNONQ,UCSRPVxePt6TMZT0QbZMI7sA,2025-03-27T04:00:49Z,"Wow, everything is beautiful, especially the view is really beautiful, hi, I'm from Indonesia 😅",0
y5QV-qYNONQ,UCygYtHjbIZpmt-bwLiVm7Mw,2025-03-27T03:30:25Z,A im from indonesia 🇮🇩🇮🇩🇮🇩,0
y5QV-qYNONQ,UCVAv9-tQD3V7uBquYJjd1aw,2025-03-27T02:22:37Z,"It,s so cool",0
y5QV-qYNONQ,UCpwlZkaN6aMZpG1z9Jvy__g,2025-03-27T02:08:51Z,norway es muy lindooo,0
y5QV-qYNONQ,UC5XVuHFSfj2KFfi0s3oBGBA,2025-03-26T13:51:01Z,Norway❤,0
y5QV-qYNONQ,UCpqYvvZ7iDqD_4_FJ4woXKA,2025-03-26T00:54:28Z,I will not do subscribe to your video if you don't put Pakistan,0
y5QV-qYNONQ,UCyaGPFHBLs81PX2XC3vo-5w,2025-03-25T15:28:33Z,Bangladesh is beautiful❤❤,0
y5QV-qYNONQ,UCQhbxRsP0B_ljobyC39B6cA,2025-03-25T14:02:45Z,Where is India,0
y5QV-qYNONQ,UCkM8YqdGag5mxhczl-ce7Og,2025-03-25T13:25:55Z,Isn’t the last one from Indonesia?,0
y5QV-qYNONQ,UC-8CnqyXQjC1GyUU15V2tHA,2025-03-25T12:40:27Z,"easy
1:edit
2:edit
3:ril
4:ril",0
y5QV-qYNONQ,UC6-HWZAMjXlkteumKTEEy2g,2025-03-25T11:45:19Z,Ai,0
y5QV-qYNONQ,UCjNiSUd3KsqR286Setzi36w,2025-03-25T06:46:24Z,"People: Wow norway is so cool
Knowers: Bruh yk its fake Right?",0
y5QV-qYNONQ,UCf_9ieim1kNfvoqEt1-viAQ,2025-03-25T02:58:43Z,In reality I I think the Indonesia one is fake,0
y5QV-qYNONQ,UCBTNjCtBzF5_zGqHokIfxUw,2025-03-25T01:22:37Z,Yoooo indonesia ❤❤,0
y5QV-qYNONQ,UCkgm86TmG16JXkYyBUTLv8Q,2025-03-24T22:17:02Z,Wow Indonesia had birds like those,0
y5QV-qYNONQ,UCORj8ho2gwUfJKHcNpIf5WQ,2025-03-24T16:40:31Z,I live in Norway but it doesn’t are into that place and the gate lights is doesn’t in Norway so stop!😡,0
y5QV-qYNONQ,UCJrtkgl-GVUWg1cCibhtHoA,2025-03-24T16:26:58Z,What 🙀🙀🙀🙀🙀🙀,0
y5QV-qYNONQ,UC5PtrJQnBPg5PvQC2VStSDA,2025-03-24T09:28:12Z,Thank you me from Indonesia i love Indonesia,0
y5QV-qYNONQ,UCcG5ddZ5QG1TfgnAzsxaRDA,2025-03-24T07:18:17Z,Norway is fake,0
y5QV-qYNONQ,UCBwJKjQwi2Quw7_z9qsrycw,2025-03-24T05:16:23Z,"Ramadhan mubarak 
👇those who fasting",0
y5QV-qYNONQ,UCMIeHBQJ907zoeLI3lrBY0A,2025-03-24T03:03:02Z,The first and the second one there’s no way that is real,0
y5QV-qYNONQ,UC440d7rF5vLXFwH7F8_aKCw,2025-03-24T02:24:52Z,i like indonesia because of the birds make a heart,16
y5QV-qYNONQ,UCgdUezcGA7_ratNX2sXZ4Sw,2025-03-24T02:05:53Z,￼I LOVE ALL,0
y5QV-qYNONQ,UCsm8iVZcpOBpgfyD192utag,2025-03-23T18:01:14Z,Norway is not a fake,0
y5QV-qYNONQ,UC3d8CLb_o3Jx6HOrB0Jc30A,2025-03-23T14:41:18Z,broo Indonesia has a lot of corruption,0
y5QV-qYNONQ,UCUJZyyI4mH8W6-lr8J10SFQ,2025-03-23T13:44:51Z,Hai me form indonesa you form ?,0
y5QV-qYNONQ,UCuMHZcQFJNBGOEGHCf-h5wA,2025-03-23T11:40:27Z,I live in Indonesia and it’s also ai,0
y5QV-qYNONQ,UCt5pIzHUX-8-VU5Qgk1ILAQ,2025-03-23T10:29:13Z,It s real,0
y5QV-qYNONQ,UCtteVraRFzJ3VKoLJsUjGbw,2025-03-23T08:53:19Z,Is not Bangladesh is France,0
y5QV-qYNONQ,UCGmF91gtDSbcwRc8U9UXhQQ,2025-03-23T03:57:36Z,Indonesia fake bird and sky is not possible,0
y5QV-qYNONQ,UCK4eSxZ3WG66BU4jaEdS7Sw,2025-03-23T03:40:52Z,"🇲🇨🇵🇸❤akifa 
CJ partnership",0
y5QV-qYNONQ,UCp7QkUdbBVSVRBwPIRLCKuw,2025-03-23T03:36:37Z,❤ I'm in Chicago 🇺🇸,0
y5QV-qYNONQ,UC9YHlANgD3N_IxFGt3ixMiw,2025-03-23T03:34:29Z,Nature bro,0
y5QV-qYNONQ,UCf8NrRc7LeZLGKaPZPVUYlQ,2025-03-23T01:03:04Z,AKU TINGGAL DI INDO,0
y5QV-qYNONQ,UCMfUd3B-Mi4HF48OsJHoCUg,2025-03-23T00:08:13Z,Thats not Bangladesh that's France,0
y5QV-qYNONQ,UCc8Odqb2JiFIG97iweMKKcQ,2025-03-22T22:45:24Z,Hi. I from indonesia🎉❤,0
y5QV-qYNONQ,UCWlPq1Cd0h8Px0RFeyV4lYw,2025-03-22T21:10:20Z,Bangladesh number ONE ☝️☝️☝️,0
y5QV-qYNONQ,UCLrV2LbTTzdq0_pjwLBHxrQ,2025-03-22T18:51:18Z,"AI

Yg real indo ada di shorts gw",0
y5QV-qYNONQ,UC1icSGK0JLtc8U2GAHmYW_g,2025-03-22T16:01:01Z,"WHY IS ALL THE PICTURE ARE AI, INDONESIA IS NOT LIKE THAT BRUHH💀",0
y5QV-qYNONQ,UCKV_9b56p6GbEBaGLhavsEQ,2025-03-22T15:44:26Z,Norway🇳🇴,0
y5QV-qYNONQ,UCpfDiHXW9bGZKCKQuvNh7-Q,2025-03-22T15:36:22Z,How a about Mongolia,0
y5QV-qYNONQ,UCv0mmgyuHhoxyfc7qr9cAAA,2025-03-22T13:36:36Z,That is so fake bruh,0
y5QV-qYNONQ,UCZu0LgKifk-50yiRTsQsR_Q,2025-03-22T13:07:31Z,I am form indonesia,0
y5QV-qYNONQ,UCjfQl9lDRJtkW8AbJt5ML4Q,2025-03-22T13:02:09Z,"Bruh, this is AI",0
y5QV-qYNONQ,UCbrtWGiv_IIk25EMOAs4_hQ,2025-03-22T09:39:25Z,Bangaldesh is not like that,0
y5QV-qYNONQ,UC3EmnD0JMroVvzguwxyZrWA,2025-03-22T08:52:31Z,me indonesia thank you😊😊😊🎉🎉🎉🎉,0
y5QV-qYNONQ,UCAveWLFIStUrGiJ4Wzh4KvQ,2025-03-22T06:20:57Z,But now I see why the manyunk you are yeah I’m gonna be right in there and I am nothing I would ever love you I hate getting me I’m a go hang out with him now you’re getting to go on,0
y5QV-qYNONQ,UCRVw8CivsZ5DdYwBbk0mi3g,2025-03-22T01:55:50Z,Wow it looks so beautiful,0
y5QV-qYNONQ,UCMXFEkdNizLdYAzT33-f4iw,2025-03-22T01:25:18Z,I love Indonesia me from in Indonesia,0
y5QV-qYNONQ,UC3WSErZzSRwDuibLnXZGsHQ,2025-03-22T00:29:29Z,hi im from indonesia,0
y5QV-qYNONQ,UC-VTdP-LSgxa7P88KALKfAQ,2025-03-21T14:20:00Z,"OMG Indonesia Anyway, Indonesia is in my heart🗿 it is Jogja??",0
y5QV-qYNONQ,UCW-oUVNnD9cGQZB5I3mXr5w,2025-03-21T13:55:12Z,OMG I DID NOT KNOW THAT WAS IN INDONESIA I GOTTA GO THERE BTW I FROM INDO BUE BYE-,0
y5QV-qYNONQ,UCoHOOcDSpLSij720UZ7BaaA,2025-03-21T13:37:50Z,Is Norway in space what is that the sky is that ended,0
y5QV-qYNONQ,UCIKxZ3tTdEDKEvqb7jylJ1Q,2025-03-21T10:26:16Z,"I'm in Norway, how come the clouds are like that?",0
y5QV-qYNONQ,UCEBHJmo1U1ptkhvMhNiOSBA,2025-03-21T09:35:35Z,Notway is literally fake because the sky color is golden,0
y5QV-qYNONQ,UCfI_CoCaabwodMh9qjrcPnQ,2025-03-21T09:01:40Z,Love from bangla desh ❤❤❤🇧🇩,0
y5QV-qYNONQ,UC2tlkUzWcakZZqGCwWGI9VQ,2025-03-21T08:29:57Z,Bangladesh is best❤❤,0
y5QV-qYNONQ,UCNi2Q-vvTajrs5JJKTXCa2A,2025-03-21T07:39:09Z,GIVE THEM SOME PRIVACYYYYYYYYY😭😭😭,0
y5QV-qYNONQ,UCrbiZI7qlbZttkzr9A165uw,2025-03-21T02:45:18Z,"The last is wrong. It's not in Switzerland. It's in Indonesia: Waterfall called Tumpak Sewu, located in Lumajang, East Jawa",1
y5QV-qYNONQ,UCJZKBP1HKKVs8jHC75gfqYg,2025-03-20T23:40:04Z,Norway super cool,0
y5QV-qYNONQ,UCZic8jpjd6BQsObepzk1Cww,2025-03-20T23:31:55Z,Team norway,0
y5QV-qYNONQ,UCgVeREzZEHoes0HDJU6Puyw,2025-03-20T19:24:52Z,First unit and second attraction,0
y5QV-qYNONQ,UCrqFRg6r3JEWy4GFffERkQA,2025-03-20T18:41:01Z,"Wow, such a great edit 😑",0
y5QV-qYNONQ,UCKbBF3ka_4iNLdBZ_B_OfLA,2025-03-20T10:44:53Z,Indonesia? Nononononononono that's just my dream,1
y5QV-qYNONQ,UC50RiJ48SbfXnw9YLqU6n1Q,2025-03-20T07:28:29Z,Really😮,0
y5QV-qYNONQ,UCO5G41cAdipfHvXJI8T1nIQ,2025-03-20T01:56:33Z,"Countrys❎

AI✅",0
y5QV-qYNONQ,UChPfpJn5l3GTKSjvwNDrwrA,2025-03-19T22:50:53Z,I want that country,0
y5QV-qYNONQ,UCqu_xN-jMTmccGjDOTIJYKw,2025-03-19T19:39:07Z,You see kids this is called “Editing”,0
y5QV-qYNONQ,UCENpDpcyV49KNzwc1Xh_ohg,2025-03-19T18:35:04Z,Norway😮‍💨,0
y5QV-qYNONQ,UCbEQj-Rl75BDTPd4CB3NP-g,2025-03-19T16:50:28Z,Norway is CGI and switzerland is actually Vietnam!,0
8M-HiYAAoRE,UCdrkRl_S8FEEEA5EMoKLhpQ,2024-09-05T03:33:03Z,Greetings from Redondo Beach 🇺🇸🇺🇸Wonderful place and beautiful sceneries. Nice video🌷🌷,43
8M-HiYAAoRE,UCyBsY8WiMLHhsVZyWsX3hlA,2025-03-25T17:55:55Z,Wonderful place and its scenes,0
8M-HiYAAoRE,UCwesxogw_39YPWpKwUXTBDg,2025-03-21T08:19:51Z,So beaufull rivers and plz support me🎉,0
8M-HiYAAoRE,UCAcx8NdT8mftwXrpfaY9swg,2025-03-14T21:15:19Z,"It's heartbreaking to see the Pasterze glacier disappearing before our eyes. Since 1856, it's lost nearly half its area and retreats about 50–60 meters each year—an alarming sign of the impact of climate change. With extreme summer heat speeding up its melt, this is a stark reminder that urgent action is needed to protect our natural wonders! look it up there are pics from 2010 and now its insane and sad to see that when i was a lil kid we used to play on the ice now its a damn lake if anyone every wants to argue about climate change show them these pictures pls",0
8M-HiYAAoRE,UCkfe_aK_N_Xzw-jq7F1Zbyw,2025-03-14T19:43:47Z,"Amazing video! Austria's breathtaking Alps, rich history, and stunning architecture make it one of Europe’s true gems. You captured its beauty perfectly! 🇦🇹🏔✨",0
8M-HiYAAoRE,UCmfqYHAGnqiCG4ZBEIYmWPg,2025-03-11T05:56:50Z,😢Wonderful videos! Thanks.. —-😢the music is NOT  good…. Maybe you’d like to cake some changes…. Thanks for listening….,0
8M-HiYAAoRE,UCUsvK1u7w7-1-MMr5I6eHpg,2025-03-10T17:42:06Z,"I have twice been to Austria to visit my daughter, what a magical wonderland it is........❤",0
8M-HiYAAoRE,UCoxyZrUtu4z6jRSF8ebCJ-A,2025-03-06T01:18:02Z,Yes the scenery is stunning a few times you repeated locations but just from different angles…but PLEASE PLEASE CHSNGE THE NEVER-ENDING REPETITIVE MUSIC…ROUND ROUND AND ROUND …I WOULD  TURN O FF THE SOUND BUT THEN I WOULDNT KNOW WHERE THE LOCATION IS …amen the music stopped after HALLSTADT,0
8M-HiYAAoRE,UCpCMdm_DpROK3AN7FoUfyvQ,2025-03-02T17:37:11Z,"I love 2 countries. 
Austria is one of them and Bhutan is the other",0
8M-HiYAAoRE,UCurBqKW6BNcwxzd7FatEVng,2025-03-02T14:33:58Z,To see this as an Autrian... WOW gr8 Video and yeah we have so much beautiful Places....,0
8M-HiYAAoRE,UCr6o4eLCYerFM0rp59YqDVA,2025-02-27T09:47:44Z,beautiful nature and the most evil people ever,0
8M-HiYAAoRE,UCnTLE32DfYMDNegIMtRJoCg,2025-02-26T18:25:58Z,"Amazing, beautiful Austria, and, sorry, but sometimes so annoying background music... Especially 35:23-43:40",0
8M-HiYAAoRE,UCr0QCO6L2cXuEIUuySJ4d2Q,2025-02-26T14:25:55Z,"All is ok, except the musical background: poor quality, monotonous and disturbios.
It's much better a relax and calm música.",0
8M-HiYAAoRE,UC9vwenwrXe2yXEiyZdeywkQ,2025-02-23T19:25:58Z,Austria is a half of racists and half of good people. Its a beautiful country,0
8M-HiYAAoRE,UCPD8QiVnlQC2I-SrM010Yxw,2025-02-23T11:10:40Z,"I'm  british and have been living in Austria for many years and I absolutley love it here. I love the way of life, gorgeous scenery and actually I'm more austrian now than english.",0
8M-HiYAAoRE,UC5j3w9xZ_v8aXBBI4IvAPcw,2025-02-23T09:59:19Z,Blessed place❤❤❤❤❤,0
8M-HiYAAoRE,UCEaswzg0ciMjypgkiQ_zW-g,2025-02-22T19:47:50Z,36:15 I saw my house😂,0
8M-HiYAAoRE,UCNh98Mr-1-wzk9OrfeKc78g,2025-02-20T17:12:17Z,"At minute 34:03 - This is the Attersee, not Traunsee. You made a wonderful Video, but there‘re so many mistakes. I‘m sorry, but you have to correct please.",0
8M-HiYAAoRE,UCNh98Mr-1-wzk9OrfeKc78g,2025-02-20T17:04:57Z,25:48 this is Hallstatt!,0
8M-HiYAAoRE,UCNh98Mr-1-wzk9OrfeKc78g,2025-02-20T17:02:19Z,Minute 24:00 this is NOT Gmunden. Could be Hallstatt!,0
8M-HiYAAoRE,UCbLXe3pVXOGerhnwpT3ONVg,2025-02-19T09:14:07Z,09:48 This mountain is so beautiful that perhaps humans cannot set foot on it.,0
8M-HiYAAoRE,UCWwHAeyWT0a-ltsH7ySnzbg,2025-02-17T17:45:57Z,"Me as an Austrian have to say, no one would say Tafelspitz is the national dish 😂
It's Wiener Schnitzel, period. Great Video by the way, beautiful shots 👍",1
8M-HiYAAoRE,UCc_ccizzi7r8SmpwabPaxjg,2025-02-15T07:14:12Z,Greens plays happy to people,0
8M-HiYAAoRE,UC99D4G_UftiN72DKXMvSBWA,2025-02-14T16:56:24Z,"Austria is incredible! I'm totally mesmerized by the Grossglockner, the highest peak. It's just... breathtaking, right? Reading about the climbers and the wildlife, it just sounds magical. And the Margarit Reservoir! A total engineering marvel! Makes you wanna pack your bags! Thanks for sharing this! 🤩 Who else is ready to go?!",3
8M-HiYAAoRE,UCVEVUsKUS4ELZvskV1giTOg,2025-02-12T06:05:30Z,"11:55 ""Heiligenblut"" - the Peak in the middle, that's the Großglockner!",0
8M-HiYAAoRE,UCVEVUsKUS4ELZvskV1giTOg,2025-02-12T06:03:28Z,"Beautiful clip, but one mistake: there's no picture of the Großglockner. 8:29 on the far left side, this peak ist part of the Großglockner. The prominent peak in the Center is the ""Johannisberg"" with 3.453 m about 350 m lower than the Großglockner. Blessed to live here.",0
8M-HiYAAoRE,UCjZBzhVQxv6U84f8bvEXiwQ,2025-02-11T08:57:18Z,"I live here and I love it
❤🤍❤",0
8M-HiYAAoRE,UCkPP7JORwbpDhbueX0Mwulg,2025-02-10T05:00:32Z,"Beautiful video. Suggestion, get rid of that terrible repetitive music. Very annoying to say the least.",0
8M-HiYAAoRE,UCDGzUEfNU2o-YWVdqrolDWQ,2025-02-09T11:37:20Z,nice  country,0
8M-HiYAAoRE,UCDGzUEfNU2o-YWVdqrolDWQ,2025-02-09T11:37:02Z,"nice   country   but   i  wnt   your   freind  reading   my   post   but   
please and please be careful about natural disaster in your country but i wish you are fine and have a nice day with peace and have a good healthcare  and  going  an  oher   country   and   no   death   in  your  country and    i   wish    you   are    fine    and    have     a    good      healthcare     and    
please    send    my post for   your     freind     because    i  wish      you    are     fine       and     have     a     good     healthcare    about   your    freind    in   the  world  and  i    want    every    people     are   fine",0
8M-HiYAAoRE,UCGYReBZVCIjO3SVP2wZhMJg,2025-02-03T03:40:45Z,What a wonderful world.,2
8M-HiYAAoRE,UC9-2Ge5kRjZ_iJFiiX1o_aQ,2025-02-02T08:26:22Z,"My favorite country the world all time,from Armenia 🇦🇲❤️🇦🇹✝️🙏",3
8M-HiYAAoRE,UCPhZWjuGK-XoIurJXwnLG5A,2025-02-01T07:24:01Z,"Hi, if you talk about the grossglockner, then please show the grossglockner. There was no video clip with it. You showed the mountains around it",0
8M-HiYAAoRE,UCfMsTWZYkCYqC8niWBEv3og,2025-01-31T00:48:30Z,Did you use stock footage with an A.I. voiceover? 🤔,1
8M-HiYAAoRE,UCXYNCEYous_4IkV-GeNHk9A,2025-01-30T17:23:19Z,"Austria is really one of a kind, landscapes, lakes, and a bunch of excellent hiking trails. One tip for hidden gem is Tscheppaschlucht-close to Slovenian border, with easy going trails next to mountain rivers and waterfall. 🤩",0
8M-HiYAAoRE,UCIjkAcWOEIwqih6JRHx-X6Q,2025-01-30T15:17:52Z,Anyone WHO lives Austria Like 🇵🇪,0
8M-HiYAAoRE,UCd-ieKivTrMATRnR9Nr-VBw,2025-01-28T07:40:58Z,"Greetings from Gmunden. Btw, at 23:58 and 25:48 that is NOT Gmunden. That is at Lake Hallstatt.",0
8M-HiYAAoRE,UCl2ZOSmZxLhXLxU8wA0BSbg,2025-01-27T18:27:45Z,"21Min20Sec Growing up in the Wachau, a few minutes drive from Göttweig, it's just great to see how popular the place is in the world. My friend can see the ,,Stift Göttweig"" directly from his apartment without binoculars. Others pay thousands of dollars for a vacation. I live here simply fantastic",4
8M-HiYAAoRE,UCLYjB1ZOZfygcCHdu3djnXQ,2025-01-26T15:15:18Z,I love this country and i am living here for a 40 years. ❤❤❤,4
8M-HiYAAoRE,UC-nOMZJmwo8orr8PSuYRj2g,2025-01-24T21:27:04Z,come again - there are much more wonderful places in austria.,0
8M-HiYAAoRE,UCp0gc1cDzob0JAmp5LkdugQ,2025-01-24T19:06:49Z,A very interesting and great video from the beautiful country of Austria! 🇦🇫🇦🇹,2
8M-HiYAAoRE,UCqIyd2OmVKT1nLGk1FrL6HQ,2025-01-24T18:07:23Z,"I am grateful, blessed and proud to live here in Austria 🙏🙏🙏❤️❤️❤️",4
8M-HiYAAoRE,UCEJknokPdRTRQ6Q1rXEUarg,2025-01-24T17:00:50Z,great footage but the narration by chat gpt is off putting,0
8M-HiYAAoRE,UCWRiwNp2QaMHgoYQ0ueudxg,2025-01-24T14:37:52Z,I was in that country soo much immigration now and it’s sad,1
8M-HiYAAoRE,UCYL4yX_rlGap5z-Sd8PDpuA,2025-01-23T23:58:23Z,"I don't think any Austrian would say Tafelspitz is our national dish..
It's Wiener Schnitzel and there's no debate about it.",18
8M-HiYAAoRE,UCI9LfhJ3cha4KENl-DooxZw,2025-01-23T21:47:38Z,"Kreuzenstein is not a medival castle, but a fictional castle built int the late 19th century by some rich guy for his medival weapons collection. Although it was build on ruins of a real castle. I know it because i live nearby",0
8M-HiYAAoRE,UCY9OTYwgQTWtj-aNJ-jth7w,2025-01-14T23:21:51Z,I live in Austria since 1979. This video is very well done. There are few mispronouncing words as you may not familiar with German. Achensee (akensay) is one of the beautiful areas. I have travelled to every corner of this beautiful country. Don't take my comments personally 🙏 wakau valley,0
8M-HiYAAoRE,UCOvRyBnpaft0vgOWS5Mtrlw,2025-01-14T20:56:03Z,"Greetings from Austria. You should definitely com and visit. In real, it's even more beautiful and amazing to explore.",0
8M-HiYAAoRE,UC9Lgt_FNjThtbH7tBSFBY9g,2025-01-14T14:17:48Z,Thank you for that amazing video of our beloed Austria <3 Greetings from Vienna <3,0
8M-HiYAAoRE,UCWOUoZR4JnbFXPbSEnhK1ug,2025-01-14T09:34:39Z,You might wanna teach your AI how to pronounce the names of theses places. It sounds like an american tourist.,0
8M-HiYAAoRE,UCV6Neo8xOvvWagQuTyz0AuA,2025-01-14T09:24:55Z,"I'm living and was born in the Salzkammergut.
It's a very beautiful region, sadly it is slowly but steady ruined by tourism. There is only one small street that leads through the whole region, so in summer and winter you will always travel very very slow in a traffic jam through the area, because everything is packed since a few years.
The road shown at 28:26 is the only road that leads through this region, this is what it looks like in autumn. (A lot less people are coming in autumn because no swimming and no skiing.)
Also, since last year there is a limitation on how much vehicles can traverse to Hallstatt.
People also randomly enter gardens and houses in Hallstatt thinking the city is an open air museum, but there are real people living there.
Not everything is so idyllic as shown in this video. Nontheless very beautiful, thank you for the video about my country :)",0
8M-HiYAAoRE,UCeuuRh2GbDRWq5Wf9_yyegQ,2025-01-13T15:10:40Z,"God bless you bro! Such convenience - amazing, digestible, graphic, video cut to pieces with names...  Keep up the good work!!!",0
8M-HiYAAoRE,UCI7W7iFavTTgMpGozXEQIAw,2025-01-12T20:57:47Z,Glad to live in this beautiful country.,7
8M-HiYAAoRE,UCwDPIPSpCnrYGIRWR4VKs9w,2025-01-12T18:51:02Z,Too bad the narrator is an AI. Unwatchable for me. I'm going to look for another video about Austria.,0
8M-HiYAAoRE,UCDLNwYhZWMH5Ti9QentYxrw,2025-01-12T07:03:32Z,"Home sweet home. Great summary of austrian hotspots. But as a Vorarlberg resident I have to say, you completly left us out. You owe us now a special video. Until then i will not subscribe :)

Pedantry Corner: Hall is old german for salt, and statt means location. So it the salt location.",0
8M-HiYAAoRE,UC__9bk_0pIEWyCPzH8BZGRQ,2025-01-10T14:00:59Z,I am so excited to see the beauty of Austria 🥰🙏🙏🙏,2
8M-HiYAAoRE,UC2tkeUqcJni-_hDKg2LfHug,2025-01-10T14:00:38Z,"You have to see it in real, the images here are only giving a limited insight into the murderous beauty of this extraordinarily georgous country. I grew up in Tyrol but the province still throws me off the socks.",0
8M-HiYAAoRE,UCtiCp1r5PboUJgfeMaN2dIQ,2025-01-07T18:44:07Z,In addition to the Stift Göttweig is the Trailwerk Wachau with 13 Montainbike trails!!!!,0
8M-HiYAAoRE,UCoYRYHDNv_9HJqPt3luaF5A,2025-01-07T17:55:01Z,So beautiful but the repetitive music spoils it for me!,0
8M-HiYAAoRE,UCR_baOLS3m-xQmP-h2xNvbQ,2025-01-07T07:34:34Z,I am happy to live in one of the shown places near Salzburg! Nice film!,1
8M-HiYAAoRE,UCR_siuEZ-3pc5GOsVxfMnPw,2025-01-04T14:11:11Z,Greetings  from  Carinthia🤗🤗🤗,0
8M-HiYAAoRE,UCdebk28uW7RIz1Y3qQ1czIA,2024-12-27T18:06:03Z,I ben there in Austria,0
8M-HiYAAoRE,UCIQN7W9e0QYaTniYQrUgPkw,2024-12-25T17:08:58Z,Thank you very much! Excellent vidéo👌👍,0
8M-HiYAAoRE,UCZwIlnNOiNwVoAOfmsDiznA,2024-12-24T15:13:26Z,Very poorly done !  Poor choice of music ! Ariel photos with no zoom in is also poorly done.  Nothing note worthy about this vlog !,0
8M-HiYAAoRE,UC_YDpqDJweQQaYUCF8rJkiQ,2024-12-23T23:19:23Z,"The music is so annoying, I couldn’t watch all the way through!",0
8M-HiYAAoRE,UCuObJhiGjoIgePfihFtNYdw,2024-12-23T11:08:36Z,The majestic beauty of this place leaves me speechless.,24
8M-HiYAAoRE,UCAnkEVZP8ri9hM6dUmOqARA,2024-12-18T20:40:02Z,"Austria without  any doubt is an amazing country ❤. I love this small  but beautiful country ❤ it’s landscape, it’s natural beauty and noble people, I’m so proud to be a part of this amazing country member ❤❤🎉🫀❤️‍🔥👍💐❤️🎁🎁",16
8M-HiYAAoRE,UC6lW3bnu1ILesaR3nU1M0Mw,2024-12-17T03:02:36Z,"I feel you! It's easy to get carried away. Just set a budget and stick to it, right",1
8M-HiYAAoRE,UCgxmUMn-c9fSVD-s8dY8GSA,2024-12-17T03:02:33Z,Events at 4rabet are always better when Finch is around he brings the crowd and the credibility,1
8M-HiYAAoRE,UCuAtUOZu1_tVzKI7AP24iBg,2024-12-17T03:02:29Z,"So, what's the deal with 4rabet",0
8M-HiYAAoRE,UCOPV8VatGuw38a-cFYy4yUg,2024-12-14T07:00:30Z,This place so beauty,4
8M-HiYAAoRE,UCb5Aw1ZA4l2DHfMPvK6s_wQ,2024-12-08T10:29:04Z,a list of the most beutiful places in Austria without mentioning Carinthia cannot be even remotely complete!,7
8M-HiYAAoRE,UCMuSAIJYUFvZ0gRcKxi92tA,2024-12-06T01:40:31Z,"I hope the pain you’re feeling softens with time, and the questions you’re asking find their answers. May you be surrounded by peace and lifted by hope",3
8M-HiYAAoRE,UCKOjRmOKMp1RVk2Jly94AFA,2024-12-05T08:32:34Z,How beautiful you are Austria❤.,8
8M-HiYAAoRE,UC8mvZQhWvPBt_dCKBlaM6aQ,2024-12-04T21:45:02Z,Cool and amazing,3
8M-HiYAAoRE,UC470My9UQXpAr8ycqiwoEuA,2024-12-02T05:03:06Z,"Glad to live in Austria for more than 10 years and being able to visit most of the locations showed in the video, Austria is an amazing and wonderful country where literally in each part of it you will find a beautiful place.",19
